restaurant,review_date,traveler_type,review
Yen Bar,2019-12-01T00:00:00Z,Not Identified,"We group have 20 ppl in the place and we do ordered pretty much several bottles of wine, fried chicken and fries as meal.Too expensive for $196 a bottle wine but selling $2000.However, it a cozy place, and service is properly offered. The drinks are OK but only weakness is way too expensive if you open a bottle of wine. If I can choose again, I would directly head to woobar downstairs. Otherwise, I have nothing to say. 我們有約莫20人訂位，餐廳一切都OK..直到我們發現賣給我們的白酒每瓶其實是200元左右的白酒，但是現場售價卻是2000元時，我們已經喝了不下11,12瓶以上的各式紅白酒以及各類餐點，太貴了，售價有點離譜了"
Yen Bar,2019-06-01T00:00:00Z,Not Identified,"Let you relax and have a good view. Friendly service. The snack design is very creative. There is room for improvement in the price of wine. The person will match the client's language, for example: deliberately ask in another language and answer the same language. This is a place to be. The sofa area is very comfortable. The personnel can be correspondingly younger. The space design is good. Bartending is a must drink. If it is going at night, the night scene is very beautiful. If you are a 3-5 friend, it is a good choice. f you ask me will you go again? Will say: Don't miss it.Details? Then you personally experience it. As his name: Purple is its wings. Light and shadow is its eyebrow shape. When you come to Taiwan, you should go to the top floor of this W hotel. Ignore that night shop is noisy and mixed. It is gracefully waiting for you to come. The atmosphere will make you relax and the snacks are very chic. Bring some of Taiwan's culture into it. The least favorite is that it has room for improvement in the price of red wine and actual quality. Convenient food is a Shanghai dish next to it. Self-experience: When I need to be leisurely ten, it is one of the choices. 讓您放鬆身心並欣賞美景。 友善的服務。      小吃設計很有創意。 葡萄酒的價格還有提高的空間。 此人將與客戶的語言相匹配，例如：故意用另一種語言詢問並回答相同的語言。 這是一個地方。 沙發區非常舒適。 人員可以相應地年輕。 空間設計很好。 調酒是必須喝的。 如果是在晚上，夜景非常美麗。 如果您是3-5個朋友，那是一個不錯的選擇。 你問我你會再去嗎？ 會說：不要錯過它。細節？"
Yen Bar,2020-02-01T00:00:00Z,Friends,"Thank you for Willy, Jessie great service, always be so nice and hospitality, hope next time I could come back again. This time we order Flowery set, the cake and foods is so dedicated and taste really delicious👍🏼"
Yen Bar,2020-02-01T00:00:00Z,Friends,"Loved the W vibe and wonderful view! Thanks to Meek, Willy, Jessie and Otis for a great service and experience! Will definitely be back for the Flowery Yen afternoon tea again"
Yen Bar,2020-02-01T00:00:00Z,Couples,"Ozzie and Jessie were both excellent at serving us during our time at Yen bar. We requested a table near the window but since we were not staying at W Taipei, this couldn't be guaranteed. However, when we arrived, we were given a table with an amazing city view! Ozzie recommended us cocktails based on our preference and it turned out perfect. Highly recommend this place, must visit!"
Yen Bar,2019-11-01T00:00:00Z,Friends,Staff was cordial and all smiles. We came to try their afternoon tea and fortunately was able to partake of their last set. Food wise there wasn’t much to eat (quite small) but the price itself was worth the four cocktail drinks that was included. Not much of a view since it was overcast and their glass needs cleaning. But it was nice and serene to have some drinks and chat with friends.
Yen Bar,2019-10-01T00:00:00Z,Friends,"Ozzie's service attitude is very good - everyone is very friendly, the atmosphere is very great, the environment is beautiful, and the wine is also very good, very suitable for friends to meet! Or chat! The day and night view are astonishing!"
Yen Bar,2019-10-01T00:00:00Z,Not Identified,Spent my birthday here with family and we had a private lounge for 6 people. Located on level 31 with sensational views. Cocktail menu is extensive. Snack menu is delicious. Waiters were attentive. We had Ozzi who looked after us well. So for 6 people with a few snacks we paid around $400 (Australian).
Yen Bar,2019-09-01T00:00:00Z,Solo,Absolutely amazing cocktails and atmosphere. Service was implacable too. Must try while in Taipei ❤️
Yen Bar,2019-09-01T00:00:00Z,Solo,"The Yen Bar is situated in the 32nd floor of the W hotel opposite the 101 and offers stunning views over the city, especially in night time. The staff is very attentive. As a hotel guest with a Bonvoy Elite status, you can enjoy free drinks during the happy hour from 5-7pm."
Yen Bar,2018-11-01T00:00:00Z,Not Identified,A terrific view with cozy atmosphere getting you out of the main hotel bar scene for something a little more quiet and unobtrusive social gathering with co workers or friends.
Yen Bar,2019-09-01T00:00:00Z,Friends,氣氛很棒的酒吧 是在頂樓的酒吧 可以俯瞰整個信義區 進來後可以感受到大家都很親切meek willy.... 尤其Ozzie 服務很好 人超好 ～～ 這次是喝otis的調酒 twinkle eyes！ 最後lion還有請一杯nutrition concoction 是一個整體體驗超棒的酒吧～
Yen Bar,2019-09-01T00:00:00Z,Friends,"Gorgeous view, service from mr. Ozzie is fabulous and kind☺️ Cocktail “twinkle eyes” from Otis is really tasty( can be customized!)!!! All in all, Yen bar won’t let you down🐥 By the way, waiter Meek, Lion, Willy is very kind and nice they even treat us a cup of juice for free, can’t wait to come again🥳"
Diamond Tony's 101 Authentic Italian Cuisine,2023-10-01T00:00:00Z,Friends,"During the meal that day, there were live singing and violin performances by resident singers. The food was delicious and the portions were sufficient. The overall atmosphere of the restaurant was very good. Unfortunately, there were many people that day and the meal delivery was slow. However, the service attitude was very good and proactive. As long as there is a vacant seat by the window, we will take the initiative to help arrange it. What is particularly impressive is that the toilet is very clean and has a whole floor-to-ceiling window, which can perfectly see the night view."
